PUBCHEM_ACTIVITY_OUTCOME
1	0
2	0
3	0
4	1
5	1
6	0
7	0
8	0
9	0
10	0
11	1
12	0
13	1
14	1
15	1
16	1
17	0
18	0
19	1
20	1
21	1
22	0
23	0
24	0
25	1
26	0
27	1
28	0
29	1
30	1
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	1
39	1
40	0
41	0
42	0
43	0
44	1
45	0
46	0
47	0
48	0
49	0
50	1
51	0
52	1
53	0
54	0
55	0
56	0
57	1
58	0
59	1
60	0
61	0
62	0
63	1
64	0
65	1
66	0
67	1
68	1
69	1
70	0
71	0
72	1
73	0
74	0
75	1
76	0
77	1
78	1
79	1
80	1
81	1
82	0
83	1
84	0
85	1
86	0
87	1
88	1
89	0
90	0
91	1
92	0
93	0
94	0
95	1
96	1
97	0
98	0
99	0
100	0
101	1
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	1
118	1
119	1
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	1
128	1
129	0
130	1
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	1
141	0
142	0
143	0
144	0
145	1
146	0
147	1
148	0
149	0
150	0
151	0
152	0
153	0
154	1
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	1
170	0
171	1
172	1
173	0
174	0
175	0
176	0
177	0
178	1
179	1
180	0
181	1
182	0
183	0
184	0
185	0
186	0
187	0
188	1
189	0
190	0
191	1
192	0
193	0
194	0
195	1
196	1
197	0
198	0
199	0
200	0
